date,cpu_usage,memory_usage
2025-07-25 12:55:36.835892,9.5,87.7
2025-07-25 12:55:41.849955,14.5,87.5
2025-07-25 12:55:46.857418,10.6,87.3
2025-07-25 12:55:51.876167,14.2,88.0
2025-07-25 12:55:56.889768,12.0,88.0
2025-07-25 12:56:01.899010,11.8,87.3
2025-07-25 12:56:06.905272,11.7,87.1
2025-07-25 12:56:11.913998,15.5,87.7
2025-07-25 12:56:16.920272,12.0,88.3
2025-07-25 12:56:21.929987,23.5,87.6
2025-07-25 12:56:26.949550,21.2,85.4
2025-07-25 12:56:31.956101,13.2,85.4
2025-07-25 12:56:36.965376,12.2,85.4
2025-07-25 12:56:41.972798,14.0,85.4
2025-07-25 12:56:46.981706,11.3,85.4
2025-07-25 12:56:51.992996,15.7,85.5
2025-07-25 12:56:57.002899,10.8,85.4
2025-07-25 12:57:02.013347,15.1,85.4
2025-07-25 12:57:07.022556,10.8,85.4
2025-07-25 12:57:12.034240,13.9,85.4
2025-07-25 12:57:17.043697,13.0,85.0
2025-07-25 12:57:22.050074,14.8,85.0
2025-07-25 13:04:12.121570,25.0,90.4
2025-07-25 13:04:17.131625,14.8,91.4
2025-07-25 13:04:22.152465,16.4,91.1
2025-07-25 13:04:27.161323,19.7,91.3
2025-07-25 13:04:32.175012,14.3,91.1
2025-07-25 13:04:37.182271,12.3,91.1
2025-07-25 13:04:42.192233,19.0,91.5
2025-07-25 13:04:47.202398,19.6,91.5
2025-07-25 13:04:52.213534,19.7,91.9
2025-07-25 13:04:57.222352,11.7,91.6
2025-07-25 13:05:02.225527,13.9,91.6
2025-07-25 13:05:07.235771,19.6,92.0
2025-07-25 13:05:12.240253,27.3,92.0
2025-07-25 13:05:17.252286,9.7,91.8
2025-07-25 13:05:22.260544,15.2,91.5
2025-07-25 13:05:27.270119,20.5,91.4
2025-07-25 13:05:32.284210,10.8,91.5
2025-07-25 13:05:37.292823,20.3,92.3
2025-07-25 13:05:42.303069,16.5,91.6
2025-07-25 13:05:47.313188,21.7,91.7
2025-07-25 13:05:52.320540,14.5,91.8
2025-07-25 13:05:57.332275,14.6,91.8
2025-07-25 13:06:02.340916,16.0,91.7
2025-07-25 13:06:07.354489,14.6,91.7
2025-07-25 13:07:41.044274,34.2,88.5
2025-07-25 13:07:46.053069,32.2,88.6
2025-07-25 13:07:51.063333,29.7,87.8
2025-07-25 13:07:56.072191,30.3,87.3
2025-07-25 13:08:01.084054,45.3,87.8
2025-07-25 13:08:06.090679,14.1,88.0
2025-07-25 13:08:11.100572,23.0,88.5
2025-07-25 13:08:16.117047,10.4,88.0
2025-07-25 13:08:21.130366,14.3,88.6
2025-07-25 13:08:26.140410,11.6,88.0
2025-07-25 13:08:31.152916,10.3,87.6
2025-07-25 13:08:36.160432,9.9,87.4
2025-07-25 13:08:41.170378,10.0,87.2
2025-07-25 13:08:46.180364,7.7,87.0
2025-07-25 13:08:51.188009,11.7,87.1
2025-07-25 13:08:56.200405,14.2,87.4
2025-07-25 13:09:01.213819,9.8,87.3
2025-07-25 13:09:06.220321,9.5,87.4
2025-07-25 13:09:11.227702,13.3,87.3
2025-07-25 13:09:16.232568,12.1,87.3
2025-07-25 13:09:21.245695,11.4,87.3
2025-07-25 13:09:26.253611,13.8,87.3
2025-07-25 13:09:31.262917,11.0,86.8
2025-07-25 13:09:36.274574,10.3,86.9
2025-07-25 13:28:12.693578,12.0,87.5
2025-07-25 13:28:42.695526,9.3,87.5
2025-07-25 13:29:12.710047,11.3,87.3
2025-07-25 13:29:42.717750,19.8,86.6
2025-07-25 13:36:22.052208,66.3,92.3
2025-07-25 13:36:27.093714,28.2,92.6
2025-07-25 13:36:32.102230,15.1,92.5
2025-07-25 13:36:37.114346,13.7,85.0
2025-07-25 13:36:42.122293,14.0,85.2
2025-07-25 13:36:47.132433,13.4,85.0
2025-07-25 13:36:52.141965,26.3,87.3
2025-07-25 13:36:57.152377,16.1,86.2
2025-07-25 13:37:02.163493,14.5,86.5
2025-07-25 13:37:07.174652,13.7,86.7
2025-07-25 13:37:12.182378,13.6,87.0
2025-07-25 13:37:17.192221,12.4,86.8
2025-07-25 13:37:22.211960,14.3,86.8
2025-07-25 13:37:27.213234,15.7,86.9
2025-07-25 13:37:32.227416,14.1,86.9
2025-07-25 13:37:37.235253,13.0,86.9
2025-07-25 13:37:42.247242,14.1,87.2
2025-07-25 13:37:47.254997,18.2,87.3
2025-07-25 13:37:52.268884,12.4,85.9
2025-07-25 13:37:57.277822,18.0,85.9
2025-07-25 13:38:02.289624,20.7,86.6
2025-07-25 13:38:07.296237,14.8,86.6
2025-07-25 13:38:12.303244,12.5,86.7
2025-07-25 13:38:17.314558,17.4,86.7
2025-07-25 13:41:36.129013,62.0,83.8
2025-07-25 13:41:41.137833,21.6,84.7
2025-07-25 13:41:46.144727,23.8,84.8
2025-07-25 13:41:51.149882,22.5,84.9
2025-07-25 13:41:56.159781,28.6,85.8
2025-07-25 13:42:01.162534,29.7,85.1
2025-07-25 13:42:06.175970,12.6,85.1
2025-07-25 13:42:11.185440,14.5,85.1
2025-07-25 13:42:16.192529,14.6,84.6
2025-07-25 13:42:21.202294,16.4,84.4
2025-07-25 13:42:26.222403,15.0,84.5
2025-07-25 13:42:31.229458,14.5,84.7
2025-07-25 13:42:36.237811,14.7,84.7
2025-07-25 13:42:41.242556,15.3,84.6
2025-07-25 13:42:46.259275,11.9,84.6
2025-07-25 13:42:51.275379,16.0,84.8
2025-07-25 13:42:56.282245,13.7,84.4
2025-07-25 13:43:01.292379,13.3,84.5
2025-07-25 13:43:06.300404,13.3,84.4
2025-07-25 13:43:11.310186,12.7,84.5
2025-07-25 13:43:16.319363,14.7,84.6
2025-07-25 13:43:21.324265,13.1,84.6
2025-07-25 13:43:26.342302,11.5,84.6
2025-07-25 13:43:31.350231,13.8,84.6
2025-07-25 14:14:29.715661,19.5,91.2
2025-07-25 14:14:34.723774,12.9,91.0
2025-07-25 14:14:39.732154,8.3,91.0
2025-07-25 14:14:44.740735,13.8,91.1
2025-07-25 14:14:49.749359,7.8,91.1
2025-07-25 14:14:54.756242,10.7,90.6
2025-07-25 14:14:59.764127,9.5,90.5
2025-07-25 14:15:04.769384,14.0,90.4
2025-07-25 14:15:09.776857,15.9,90.6
2025-07-25 14:15:14.783716,9.3,90.4
2025-07-25 14:15:19.791549,9.6,89.1
2025-07-25 14:15:24.797890,10.3,89.1
2025-07-25 14:15:29.805958,14.7,89.6
2025-07-25 14:15:34.814425,10.1,89.8
2025-07-25 14:15:39.822285,13.9,90.4
2025-07-25 14:15:44.834114,14.6,91.8
2025-07-25 14:15:49.842248,13.2,93.1
2025-07-25 14:15:54.853922,12.0,92.9
2025-07-25 14:15:59.862629,9.7,93.1
2025-07-25 14:16:04.869085,11.3,93.0
2025-07-25 14:16:09.877967,16.3,93.1
2025-07-25 14:16:14.886396,10.6,93.8
2025-07-25 14:16:19.893280,26.3,90.4
2025-07-25 14:16:24.901403,11.3,83.1
2025-07-25 14:18:40.175957,17.9,93.4
2025-07-25 14:18:45.184382,20.8,93.1
2025-07-25 14:18:50.189563,9.5,92.8
2025-07-25 14:18:55.196710,10.8,92.7
2025-07-25 14:19:00.204509,8.3,92.6
2025-07-25 14:19:05.213708,14.0,92.3
2025-07-25 14:19:10.222615,12.2,92.2
2025-07-25 14:19:15.230281,11.0,92.2
2025-07-25 14:19:20.238170,12.1,92.4
2025-07-25 14:19:25.246371,10.1,92.6
2025-07-25 14:19:30.253357,10.8,92.8
2025-07-25 14:19:35.261784,10.8,92.7
2025-07-25 14:19:40.270846,14.7,92.8
2025-07-25 14:19:45.275922,12.9,93.3
2025-07-25 14:19:50.283008,13.6,93.7
2025-07-25 14:19:55.289664,9.3,93.9
2025-07-25 14:20:00.296925,11.1,85.6
2025-07-25 14:20:05.305789,10.7,86.3
2025-07-25 14:20:10.313564,18.8,86.3
2025-07-25 14:20:15.320484,18.1,86.8
2025-07-25 14:20:20.329049,12.9,86.9
2025-07-25 14:20:25.337255,10.0,86.9
2025-07-25 14:20:30.345643,12.0,87.8
2025-07-25 14:20:35.353701,10.4,85.9
2025-07-25 14:24:52.185533,52.8,92.9
2025-07-25 14:24:57.192550,10.4,92.5
2025-07-25 14:25:02.198913,9.1,92.0
2025-07-25 14:25:07.206204,9.5,91.8
2025-07-25 14:25:12.210602,14.1,93.3
2025-07-25 14:25:17.218701,9.5,88.5
2025-07-25 14:25:22.224850,9.1,88.3
2025-07-25 14:25:27.233188,17.8,88.4
2025-07-25 14:25:32.238586,9.5,88.4
2025-07-25 14:25:37.245165,11.5,88.6
2025-07-25 14:25:42.254701,15.3,88.7
2025-07-25 14:25:47.259488,14.4,89.2
2025-07-25 14:25:52.266395,16.1,89.4
2025-07-25 14:25:57.271786,34.0,89.7
2025-07-25 14:26:02.279340,12.6,89.8
2025-07-25 14:26:07.284863,27.3,90.3
2025-07-25 14:26:12.292028,18.9,90.7
2025-07-25 14:26:17.297298,15.3,91.8
2025-07-25 14:26:22.303448,52.4,85.0
2025-07-25 14:26:27.309783,15.2,85.1
2025-07-25 14:26:32.314316,23.1,87.4
2025-07-25 14:26:37.322456,17.3,86.5
2025-07-25 14:26:42.329580,14.0,86.9
2025-07-25 14:26:47.337574,29.3,87.1
2025-07-25 14:28:23.254154,14.3,90.4
2025-07-25 14:28:28.261936,16.8,91.0
2025-07-25 14:28:33.268768,11.4,90.6
2025-07-25 14:28:38.279672,11.7,90.6
2025-07-25 14:28:43.289049,8.9,91.0
2025-07-25 14:28:48.296601,7.6,91.1
2025-07-25 14:28:53.304071,10.0,91.2
2025-07-25 14:28:58.312092,9.5,91.3
2025-07-25 14:29:03.320705,7.0,91.3
2025-07-25 14:29:08.328845,8.9,91.2
2025-07-25 14:29:13.337909,6.6,91.3
2025-07-25 14:29:18.345807,13.6,91.2
2025-07-25 14:29:23.352956,13.0,91.4
2025-07-25 14:29:28.360852,24.0,91.7
2025-07-25 14:29:33.366044,14.3,91.6
2025-07-25 14:29:38.370822,11.3,91.9
2025-07-25 14:29:43.379705,24.9,91.5
2025-07-25 14:29:48.387783,39.7,90.8
2025-07-25 14:29:53.395765,18.5,91.1
2025-07-25 14:29:58.402485,12.9,90.0
2025-07-25 14:30:03.408760,13.6,90.4
2025-07-25 14:30:08.416138,10.6,90.5
2025-07-25 14:30:13.423721,12.4,90.4
2025-07-25 14:30:18.430589,15.7,90.9
2025-07-25 14:31:42.372695,25.0,87.0
2025-07-25 14:31:47.381575,15.5,89.6
2025-07-25 14:31:52.388999,8.2,88.4
2025-07-25 14:31:57.397073,43.9,92.2
2025-07-25 14:32:02.403256,15.5,92.0
2025-07-25 14:32:07.412700,15.6,91.7
2025-07-25 14:32:12.442169,22.4,92.1
2025-07-25 14:32:17.451060,8.7,91.4
2025-07-25 14:32:22.459891,8.3,90.4
2025-07-25 14:32:27.467486,8.8,90.4
2025-07-25 14:32:32.476682,6.1,90.5
2025-07-25 14:32:37.484141,13.6,90.7
2025-07-25 14:32:42.491550,9.1,90.4
2025-07-25 14:32:47.498968,17.3,90.6
2025-07-25 14:32:52.507006,13.4,89.7
2025-07-25 14:32:57.513486,11.5,89.8
2025-07-25 14:33:02.521227,14.0,91.8
2025-07-25 14:33:07.527884,20.0,92.0
2025-07-25 14:33:12.533486,17.4,92.6
2025-07-25 14:33:17.541243,21.7,92.6
2025-07-25 14:33:22.549055,10.1,92.5
2025-07-25 14:33:27.557997,9.5,90.3
2025-07-25 14:33:32.565730,12.2,90.5
2025-07-25 14:33:37.574963,10.2,90.5
2025-07-25 14:43:34.924036,17.6,87.4
2025-07-25 14:43:39.931804,15.8,87.8
2025-07-25 14:43:44.935804,17.1,87.3
2025-07-25 14:43:49.943024,8.0,87.3
2025-07-25 14:43:54.948083,13.0,87.3
2025-07-25 14:43:59.953876,16.5,87.3
2025-07-25 14:44:04.960323,17.0,87.9
2025-07-25 14:44:09.968363,19.3,87.9
2025-07-25 14:44:14.975938,9.1,87.8
2025-07-25 14:44:19.983948,9.1,87.7
2025-07-25 14:44:24.992713,9.9,87.6
2025-07-25 14:44:29.999463,7.4,87.4
2025-07-25 14:44:35.006434,8.8,87.4
2025-07-25 14:44:40.013496,10.1,87.5
2025-07-25 14:44:45.020974,9.8,87.5
2025-07-25 14:44:50.028041,14.2,86.7
2025-07-25 14:44:55.036101,13.9,86.6
2025-07-25 14:45:00.043323,14.1,86.7
2025-07-25 14:45:05.049966,8.1,86.7
2025-07-25 14:45:10.062121,15.9,86.7
2025-07-25 14:45:15.068613,7.6,87.0
2025-07-25 14:45:20.075809,7.4,87.2
2025-07-25 14:45:25.082965,11.9,87.1
2025-07-25 14:45:30.090253,19.5,87.8
2025-07-25 14:48:36.106616,18.6,90.7
2025-07-25 14:48:41.114292,16.1,90.8
2025-07-25 14:48:46.124131,30.5,89.6
2025-07-25 14:48:51.130763,24.3,89.9
2025-07-25 14:48:56.137676,22.4,90.4
2025-07-25 14:49:01.143679,16.7,89.1
2025-07-25 14:49:06.150261,14.5,89.1
2025-07-25 14:49:11.155507,17.6,89.1
2025-07-25 14:49:16.162022,12.6,89.1
2025-07-25 14:49:21.170345,16.7,89.1
2025-07-25 14:49:26.176202,17.5,89.2
2025-07-25 14:49:31.184195,13.9,89.1
2025-07-25 14:49:36.193137,15.8,89.1
2025-07-25 14:49:41.202269,14.5,89.1
2025-07-25 14:49:46.209161,16.4,89.2
2025-07-25 14:49:51.215404,17.8,89.6
2025-07-25 14:49:56.221250,14.3,89.8
2025-07-25 14:50:01.227682,16.2,89.9
2025-07-25 14:50:06.233399,16.2,89.9
2025-07-25 14:50:11.240816,21.1,89.9
2025-07-25 14:50:16.246269,12.5,89.9
2025-07-25 14:50:21.253418,21.3,90.3
2025-07-25 14:50:26.260470,27.9,90.6
2025-07-25 14:50:31.268794,13.4,90.4
2025-07-25 16:58:42.480792,88.2,88.9
2025-07-25 16:58:47.489753,25.3,86.5
2025-07-25 16:58:52.491914,25.3,86.3
2025-07-25 16:58:57.502844,38.5,86.5
2025-07-25 16:59:02.504916,25.9,86.4
2025-07-25 16:59:07.511554,33.3,86.5
2025-07-25 16:59:12.521307,42.3,86.4
2025-07-25 16:59:17.530037,33.8,87.0
2025-07-25 16:59:22.539473,37.3,87.2
2025-07-25 16:59:27.548080,20.7,86.8
2025-07-25 16:59:32.549567,25.8,86.8
2025-07-25 16:59:37.559853,28.1,86.9
2025-07-25 16:59:42.573612,21.3,86.8
2025-07-25 16:59:47.579956,40.6,87.3
2025-07-25 16:59:52.589847,32.6,87.4
2025-07-25 16:59:57.594897,28.5,87.1
2025-07-25 17:00:02.602390,34.3,86.9
2025-07-25 17:00:07.611219,34.5,87.1
2025-07-25 17:00:12.619743,27.3,87.0
2025-07-25 17:00:17.621007,23.8,87.1
2025-07-25 17:00:22.631292,18.5,87.2
2025-07-25 17:00:27.635714,24.4,87.2
2025-07-25 17:00:32.641337,31.2,86.6
2025-07-25 17:00:37.651500,73.8,87.1
